z,x,y,brightness,cell_id,gene
4.021288646753179,189.54577798818266,91.41668097247691,4.957299577631366,7_27_2019__Conv_zscan_09__cell9,ENSG00000176148
3.187328786655614,184.83528294015684,94.32352320794956,6.063949790426147,7_27_2019__Conv_zscan_09__cell9,ENSG00000251247
4.772916291547702,189.88144402448376,85.307225769068,9.028987810464072,7_27_2019__Conv_zscan_09__cell9,ENSG00000251247
4.581235800282961,183.34951278402,88.41597504431456,3.713417444547365,7_27_2019__Conv_zscan_09__cell9,ENSG00000204965
4.107675342679068,193.6097286004894,87.39459835456594,2.4013303071081404,7_27_2019__Conv_zscan_09__cell9,ENSG00000231584
4.385392437614408,188.25774843060913,91.28270533369714,3.8269822932550506,7_27_2019__Conv_zscan_09__cell9,ENSG00000152223
4.035180321338074,186.5391625655783,95.44713142800569,4.792508701719965,7_27_2019__Conv_zscan_09__cell9,ENSG00000152223
4.825264231386497,193.88063076644687,84.30795963745366,6.72922241761881,7_27_2019__Conv_zscan_09__cell9,ENSG00000176171
3.5987531408230313,188.16775827988232,84.73652570427468,5.426126079881195,7_27_2019__Conv_zscan_09__cell9,ENSG00000110911
4.534855808525552,193.92528172446143,85.22836830300838,7.128998884554419,7_27_2019__Conv_zscan_09__cell9,ENSG00000110911
4.667623722719021,188.33532004355035,90.05901170581332,4.918771865340529,7_27_2019__Conv_zscan_09__cell9,ENSG00000171451
3.648829618118539,185.68523540724112,95.10107070380423,6.632319357696174,7_27_2019__Conv_zscan_09__cell9,ENSG00000171451
5.0164643155438124,185.07051796611483,87.58667836281984,10.833208939261993,7_27_2019__Conv_zscan_09__cell9,ENSG00000135951
4.705635251921478,183.2099508429744,88.33004320924687,6.895605473025803,7_27_2019__Conv_zscan_09__cell9,ENSG00000250120
3.3723535747997673,181.9696261514312,92.80693492017491,9.419626756655301,7_27_2019__Conv_zscan_09__cell9,ENSG00000236740
3.7323403632867844,192.0028877895106,91.88110528553457,5.883627123439061,7_27_2019__Conv_zscan_09__cell9,ENSG00000236740
3.6167360780047133,189.6045097630245,84.43354765801541,3.879701852632622,7_27_2019__Conv_zscan_09__cell9,ENSG00000159720
3.3382714487879954,182.97144120046323,92.24471393573435,4.902371601460035,7_27_2019__Conv_zscan_09__cell9,ENSG00000227036
3.8349968815116373,185.7115114416267,87.59127644103944,2.9984131801694858,7_27_2019__Conv_zscan_09__cell9,ENSG00000128272
4.020191977531882,188.7485099429327,83.25506024269531,2.3952863457235773,7_27_2019__Conv_zscan_09__cell9,ENSG00000268643
4.361874206225298,182.35378570706226,94.31683440756446,4.85851470648317,7_27_2019__Conv_zscan_09__cell9,ENSG00000163947
4.688841915885507,183.2519187794399,88.34757373774708,5.557745354446338,7_27_2019__Conv_zscan_09__cell9,ENSG00000172057
4.363354988483156,186.24710708688633,94.3484352165523,6.306684969828767,7_27_2019__Conv_zscan_09__cell9,ENSG00000064419
3.6559528811522584,180.11439753397477,92.54509398039663,7.263602086646186,7_27_2019__Conv_zscan_09__cell9,ENSG00000064419
3.455742864301266,181.3004766958755,92.74909693608913,5.836009234465596,7_27_2019__Conv_zscan_09__cell9,ENSG00000145996
3.441915638731764,187.05504730437485,86.39068407737034,2.3624525556004485,7_27_2019__Conv_zscan_09__cell9,ENSG00000148341
4.31087471224616,187.3485071966404,93.18512710434476,6.9858221661971935,7_27_2019__Conv_zscan_09__cell9,ENSG00000148341
4.429194448604475,193.00334498344316,90.61488496751599,5.92974307442305,7_27_2019__Conv_zscan_09__cell9,ENSG00000177463
3.4043756176323883,182.03983153081305,94.80462637813278,5.789318358858654,7_27_2019__Conv_zscan_09__cell9,ENSG00000177463
4.315621504919906,186.306822090374,83.69598766106203,3.8940808529877122,7_27_2019__Conv_zscan_09__cell9,ENSG00000165060
3.302399050419423,187.998720605034,92.06017589767424,3.9363799133452195,7_27_2019__Conv_zscan_09__cell9,ENSG00000165060
3.9202092787358938,179.13192877057156,91.67676789021282,7.01340699961185,7_27_2019__Conv_zscan_09__cell9,ENSG00000119684
3.565461699313758,181.95069165633458,90.166698358296,4.817447161750865,7_27_2019__Conv_zscan_09__cell9,ENSG00000119684
4.389356724924958,185.65374740407665,86.84516052326319,2.887761296126356,7_27_2019__Conv_zscan_09__cell9,ENSG00000049323
3.8239875897453652,185.0700413738518,87.5007509645405,3.616601671241458,7_27_2019__Conv_zscan_09__cell9,ENSG00000083168
4.293263235343895,189.75691661233384,85.03132774240869,3.6896943664082125,7_27_2019__Conv_zscan_09__cell9,ENSG00000129347
3.456720936240229,188.91955138799415,94.38450235863286,4.775209529251802,7_27_2019__Conv_zscan_09__cell9,ENSG00000089123
2.6923323026355166,188.79357950037652,90.58018669627582,4.817474367745936,7_27_2019__Conv_zscan_09__cell9,ENSG00000273828
4.937433125640277,192.02977280408123,91.64790813251228,2.9936337709006873,7_27_2019__Conv_zscan_09__cell9,ENSG00000244513
3.7797646300714933,182.30386940936398,89.08829562808629,6.200474277076198,7_27_2019__Conv_zscan_09__cell9,ENSG00000169660
3.852271730939012,183.51057629541148,93.16310409197057,12.888282796099496,7_27_2019__Conv_zscan_09__cell9,ENSG00000169660
3.5266905358368863,182.02196198900313,90.30461345097973,3.330090967745798,7_27_2019__Conv_zscan_09__cell9,ENSG00000253935
3.6660025478989198,187.757435193692,88.6555474832582,5.014577698335405,7_27_2019__Conv_zscan_09__cell9,ENSG00000178719
4.641891783519492,193.90513677970753,87.35962700390127,9.163740532369395,7_27_2019__Conv_zscan_09__cell9,ENSG00000231259
4.485940610778504,183.31262485158834,88.1799682042704,7.776072973792333,7_27_2019__Conv_zscan_09__cell9,ENSG00000251664
3.6888617687766527,190.91805984575237,93.31008122795716,4.012877608057258,7_27_2019__Conv_zscan_09__cell9,ENSG00000174574
4.850971513875717,190.4854503974211,83.39297194039223,3.7057216681722487,7_27_2019__Conv_zscan_09__cell9,ENSG00000174574
4.701575394029601,183.69538467125938,88.05910459411331,6.55283768689742,7_27_2019__Conv_zscan_09__cell9,ENSG00000150457
3.7628889109086003,183.69574916591134,91.63537104813054,6.227057012220003,7_27_2019__Conv_zscan_09__cell9,ENSG00000150457
4.392281079742952,181.67154820447718,90.78402071525052,5.295488002745228,7_27_2019__Conv_zscan_09__cell9,ENSG00000198718
4.3904025343286746,189.19783832234668,94.3075560053311,5.495170415483001,7_27_2019__Conv_zscan_09__cell9,ENSG00000135862
4.852600081282372,192.34411307693924,83.51333129902562,5.400103953195369,7_27_2019__Conv_zscan_09__cell9,ENSG00000135862
3.7311468039656344,188.3333562308555,88.82207196858015,5.747888253567371,7_27_2019__Conv_zscan_09__cell9,ENSG00000149452
3.3463030518331394,187.1729725864675,85.5543763644816,9.425373478220628,7_27_2019__Conv_zscan_09__cell9,ENSG00000137040
2.9811233657202494,186.72706136070758,93.76823361559637,5.434555662788345,7_27_2019__Conv_zscan_09__cell9,ENSG00000137040
4.105804673904671,181.1899851668819,92.77917027863143,2.5406645514818056,7_27_2019__Conv_zscan_09__cell9,ENSG00000124588
3.978283522695323,186.90600040306018,84.9778202872981,3.128716114285657,7_27_2019__Conv_zscan_09__cell9,ENSG00000120860
4.619666615814019,190.75472913282567,88.31091100837612,7.23362817470268,7_27_2019__Conv_zscan_09__cell9,ENSG00000205531
4.227777345566046,191.81164350538788,86.06712784101585,7.223215008550744,7_27_2019__Conv_zscan_09__cell9,ENSG00000150093
3.6974864569664505,185.57948523772222,95.3746992363233,10.309182933085978,7_27_2019__Conv_zscan_09__cell9,ENSG00000081913
4.767565688686918,192.5988166660131,92.93494012214,2.3492687368304326,7_27_2019__Conv_zscan_09__cell9,ENSG00000134256
4.271004846496234,190.99164694703128,89.1296665319119,5.3582824315150965,7_27_2019__Conv_zscan_09__cell9,ENSG00000137522
4.603168412184771,188.27142764557195,91.45207984078728,8.063506174160283,7_27_2019__Conv_zscan_09__cell9,ENSG00000137522
4.537354104136357,180.83211547082826,93.40997160545595,3.641172300704176,7_27_2019__Conv_zscan_09__cell9,ENSG00000198286
4.350950597895385,183.44617992435587,88.07504108917445,6.123183951598289,7_27_2019__Conv_zscan_09__cell9,ENSG00000243232
3.2719900054780036,184.02838298312247,94.18117088344337,11.04267328762636,7_27_2019__Conv_zscan_09__cell9,ENSG00000176293
3.436697037060688,187.09492700436482,88.1274719094423,3.8041995494114604,7_27_2019__Conv_zscan_09__cell9,ENSG00000101079
2.965607158377849,189.73326467103084,87.10681688246501,5.174721733771841,7_27_2019__Conv_zscan_09__cell9,ENSG00000101349
4.077054571292467,183.14247681146063,86.92687226840702,5.086043329341573,7_27_2019__Conv_zscan_09__cell9,ENSG00000113716
4.27062757402888,191.12738584956702,89.17047219942401,5.9791082361192585,7_27_2019__Conv_zscan_09__cell9,ENSG00000137496
